marca_busqueda;modelo;precio_€;kilometros;año;potencia;motor;fecha_captura;ext_kW;ext_CV;tipo_motor_normalizado;fecha_matriculacion;qa_flags
Tesla;Tesla Model 3 Standard RWD Plus;23990;80955.0;03/2021;239 kW (325 CV);Eléctrico;2026-01-19 17:40:00;239.0;325.0;Eléctrico (BEV);2021-03-01;OK
Tesla;Tesla Model 3 RWD;26490;68043.0;07/2023;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2023-07-01;OK
Tesla;Tesla Model 3 RWD;24490;32298.0;12/2022;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2022-12-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;19690;85989.0;01/2020;239 kW (325 CV);Eléctrico;2026-01-19 17:40:00;239.0;325.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model 3 Performance Dual AWD;25690;84507.0;01/2020;360 kW (489 CV);Eléctrico;2026-01-19 17:40:00;360.0;489.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;25990;84111.0;10/2022;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2022-10-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;26990;78235.0;03/2022;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2022-03-01;OK
Tesla;Tesla Model 3 Gran Autonomía RWD;25890;91764.0;01/2020;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model 3 Gran Autonomía 4WD;22890;96000.0;03/2021;- kW (- CV);Eléctrico;2026-01-19 17:40:00;;;Eléctrico (BEV);2021-03-01;OK
Tesla;Tesla Model S 100D 4WD berlina con portón 345KW 5P;32890;86000.0;03/2018;100D 4WD berlina con portón 345KW 5P;Eléctrico;2026-01-19 17:38:00;345.0;470.0;Eléctrico (BEV);2018-03-01;OK
Tesla;Tesla Model S 100D 4WD;30490;87239.0;11/2018;386 kW (525 CV);Eléctrico;2026-01-19 17:38:00;386.0;525.0;Eléctrico (BEV);2018-11-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;19990;148627.0;05/2020;239 kW (325 CV);Eléctrico;2026-01-19 17:38:00;239.0;325.0;Eléctrico (BEV);2020-05-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;30490;55000.0;09/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:38:00;377.0;513.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model Y Traccion Trasera RWD;32990;45000.0;01/2024;188 kW (256 CV);Eléctrico;2026-01-19 17:38:00;188.0;256.0;Eléctrico (BEV);2024-01-01;OK
Tesla;Tesla Model S AWD;38990;113000.0;01/2022;492 kW (669 CV);Eléctrico;2026-01-19 17:38:00;492.0;669.0;Eléctrico (BEV);2022-01-01;OK
Tesla;Tesla Model 3 75 KWH PERFORMANCE DUAL MOTOR;25890;84961.0;06/2019;75 KWH PERFORMANCE DUAL MOTOR;Eléctrico;2026-01-19 17:38:00;75.0;102.0;Eléctrico (BEV);2019-06-01;OK
Tesla;Tesla Model 3 Gran Autonomia AWD;38990;55000.0;01/2023;366 kW (498 CV);Eléctrico;2026-01-19 17:38:00;366.0;498.0;Eléctrico (BEV);2023-01-01;OK
Tesla;Tesla Model S Model S 100D;42000;58000.0;11/2017;386 kW (525 CV);Eléctrico;2026-01-19 17:38:00;386.0;525.0;Eléctrico (BEV);2017-11-01;OK
Tesla;Tesla Model 3 Performance 2021 NACIONAL;29990;65000.0;10/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:38:00;377.0;513.0;Eléctrico (BEV);2021-10-01;OK
Tesla;Tesla Model Y;29500;88000.0;09/2020;363 kW (494 CV);Eléctrico;2026-01-19 17:38:00;363.0;494.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model Y Model Y Performance AWD;43900;11953.0;10/2023;353 kW (480 CV);Eléctrico;2026-01-19 17:38:00;353.0;480.0;Eléctrico (BEV);2023-10-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;22490;156000.0;01/2019;253 kW (344 CV);Eléctrico;2026-01-19 17:38:00;253.0;344.0;Eléctrico (BEV);2019-01-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;29490;89676.0;01/2023;378 kW (514 CV);Eléctrico;2026-01-19 17:37:00;378.0;514.0;Eléctrico (BEV);2023-01-01;OK
Tesla;Tesla Model Y Tracción Trasera RWD;29990;42000.0;11/2022;255 kW (347 CV);Eléctrico;2026-01-19 17:37:00;255.0;347.0;Eléctrico (BEV);2022-11-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;30490;66201.0;01/2023;378 kW (514 CV);Eléctrico;2026-01-19 17:37:00;378.0;514.0;Eléctrico (BEV);2023-01-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;26990;104273.0;09/2022;350 kW (476 CV);Eléctrico;2026-01-19 17:37:00;350.0;476.0;Eléctrico (BEV);2022-09-01;OK
Tesla;Tesla Model S 75D;42273;37500.0;01/2019;245 kW (333 CV);Eléctrico;2026-01-19 17:37:00;245.0;333.0;Eléctrico (BEV);2019-01-01;OK
Tesla;Tesla Model 3 Performance AWD Highland;54990;9682.0;09/2024;467 kW (635 CV);Eléctrico;2026-01-19 17:37:00;467.0;635.0;Eléctrico (BEV);2024-09-01;OK
Tesla;Tesla Model S 90D 4WD;29990;68867.0;03/2016;380 kW (517 CV);Eléctrico;2026-01-19 17:37:00;380.0;517.0;Eléctrico (BEV);2016-03-01;OK
Tesla;Tesla Model S Model S Standard Range AWD;27900;149000.0;01/2020;386 kW (525 CV);Eléctrico;2026-01-19 17:37:00;386.0;525.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model S 90D AWD;26999;238000.0;05/2016;- kW (- CV);Eléctrico;2026-01-19 17:37:00;;;Eléctrico (BEV);2016-05-01;OK
Tesla;Tesla Model S 75D 4WD;35500;49900.0;01/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:37:00;386.0;525.0;Eléctrico (BEV);2019-01-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD - 5P (2021);29590;61200.0;09/2021;378 kW (514 CV);Eléctrico;2026-01-19 17:35:00;378.0;514.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model 3 RWD;27990;66785.0;07/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:35:00;208.0;283.0;Eléctrico (BEV);2023-07-01;OK
Tesla;Tesla Model 3 RWD;26490;80191.0;07/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:34:00;208.0;283.0;Eléctrico (BEV);2023-07-01;OK
Tesla;Tesla Model S P85;25000;150000.0;11/2012;310 kW (421 CV);Eléctrico;2026-01-19 17:32:00;310.0;421.0;Eléctrico (BEV);2012-11-01;OK
Tesla;Tesla Model Y 255 kW / 347 CV;38490;11456.0;10/2024;255 kW / 347 CV;Eléctrico;2026-01-19 17:32:00;255.0;347.0;Eléctrico (BEV);2024-10-01;OK
Tesla;Tesla Model 3 Model 3 Standard Range Premium RWD Premium;31700;49500.0;04/2024;208 kW (283 CV);Eléctrico;2026-01-19 17:32:00;208.0;283.0;Eléctrico (BEV);2024-04-01;OK
Tesla;Tesla Model Y Gran Autonomia Traccion Trasera;38500;29000.0;06/2024;258 kW (351 CV);Eléctrico;2026-01-19 17:32:00;258.0;351.0;Eléctrico (BEV);2024-06-01;OK
Tesla;Tesla Model Y Performance 4WD;43995;36890.0;06/2023;393 kW (534 CV);Eléctrico;2026-01-19 17:32:00;393.0;534.0;Eléctrico (BEV);2023-06-01;OK
Tesla;Tesla Model X 100D;32850;97469.0;06/2018;311 kW (423 CV);Eléctrico;2026-01-19 17:32:00;311.0;423.0;Eléctrico (BEV);2018-06-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;28990;89500.0;01/2022;366 kW (498 CV);Eléctrico;2026-01-19 17:32:00;366.0;498.0;Eléctrico (BEV);2022-01-01;OK
Tesla;Tesla Model 3 Standard Range RWD Plus;23600;99000.0;06/2022;239 kW (325 CV);Eléctrico;2026-01-19 17:32:00;239.0;325.0;Eléctrico (BEV);2022-06-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;29082;46899.0;08/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:32:00;208.0;283.0;Eléctrico (BEV);2023-08-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;28990;77500.0;01/2022;366 kW (498 CV);Eléctrico;2026-01-19 17:32:00;366.0;498.0;Eléctrico (BEV);2022-01-01;OK
Tesla;Tesla Model Y Performance AWD;35990;46000.0;05/2023;353 kW (480 CV);Eléctrico;2026-01-19 17:32:00;353.0;480.0;Eléctrico (BEV);2023-05-01;OK
Tesla;Tesla Model S Autonomía Estándar 4WD;33850;99950.0;10/2019;454 kW (617 CV);Eléctrico;2026-01-19 17:31:00;454.0;617.0;Eléctrico (BEV);2019-10-01;OK
Tesla;Tesla Model Y Performance AWD;35990;81000.0;09/2022;353 kW (480 CV);Eléctrico;2026-01-19 17:31:00;353.0;480.0;Eléctrico (BEV);2022-09-01;OK
Tesla;Tesla Model X 100 D 4wd;43990;85000.0;05/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:31:00;386.0;525.0;Eléctrico (BEV);2019-05-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;29490;124084.0;02/2023;378 kW (514 CV);Eléctrico;2026-01-19 17:31:00;378.0;514.0;Eléctrico (BEV);2023-02-01;OK
Tesla;Tesla Model S Long Range AWD;29900;129000.0;01/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:31:00;386.0;525.0;Eléctrico (BEV);2019-01-01;OK
Tesla;Tesla Model 3 Long-Range AWD;20900;205000.0;05/2021;340 kW (462 CV);Eléctrico;2026-01-19 17:31:00;340.0;462.0;Eléctrico (BEV);2021-05-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;25990;96000.0;09/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:31:00;350.0;476.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model 3 Performance AWD;27900;89000.0;01/2020;360 kW (489 CV);Eléctrico;2026-01-19 17:31:00;360.0;489.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model S P85 RWD;21500;164000.0;10/2014;310 kW (421 CV);Eléctrico;2026-01-19 17:31:00;310.0;421.0;Eléctrico (BEV);2014-10-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;23000;126000.0;08/2019;239 kW (325 CV);Eléctrico;2026-01-19 17:31:00;239.0;325.0;Eléctrico (BEV);2019-08-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;31990;55700.0;09/2022;366 kW (498 CV);Eléctrico;2026-01-19 17:31:00;366.0;498.0;Eléctrico (BEV);2022-09-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;32000;70000.0;06/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:31:00;377.0;513.0;Eléctrico (BEV);2021-06-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;34000;11509.0;03/2025;208 kW (283 CV);Eléctrico;2026-01-19 17:31:00;208.0;283.0;Eléctrico (BEV);2025-03-01;OK
Tesla;Tesla Model Y Performance AWD;37990;57000.0;03/2022;353 kW (480 CV);Eléctrico;2026-01-19 17:29:00;353.0;480.0;Eléctrico (BEV);2022-03-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;25000;152000.0;04/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:29:00;208.0;283.0;Eléctrico (BEV);2023-04-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor AWD;32719;21404.0;06/2022;324 kW (441 CV);Eléctrico;2026-01-19 17:29:00;324.0;441.0;Eléctrico (BEV);2022-06-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;32900;51500.0;09/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:29:00;350.0;476.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model 3 Long Range AWD;42000;14349.0;01/2025;269 kW (366 CV);Eléctrico;2026-01-19 17:29:00;269.0;366.0;Eléctrico (BEV);2025-01-01;OK
Tesla;Tesla Model 3 performance;33900;35000.0;05/2021;323 kW (439 CV);Eléctrico;2026-01-19 17:29:00;323.0;439.0;Eléctrico (BEV);2021-05-01;OK
Tesla;Tesla Model X Model X Long Range AWD;43000;80000.0;10/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:29:00;386.0;525.0;Eléctrico (BEV);2019-10-01;OK
Tesla;Tesla Model 3 Gran Autonomía 4WD;30490;47255.0;01/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:29:00;350.0;476.0;Eléctrico (BEV);2021-01-01;OK
Tesla;Tesla Model 3 Tracción integral Gran autonomía;23490;139000.0;09/2019;188 kW (256 CV);Eléctrico;2026-01-19 17:29:00;188.0;256.0;Eléctrico (BEV);2019-09-01;OK
Tesla;Tesla Model 3 Gran Autonomía 4WD;28900;55000.0;09/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:29:00;350.0;476.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;36490;68396.0;09/2022;378 kW (514 CV);Eléctrico;2026-01-19 17:28:00;378.0;514.0;Eléctrico (BEV);2022-09-01;OK
Tesla;Tesla Model 3 RWD;26490;75110.0;07/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:28:00;208.0;283.0;Eléctrico (BEV);2023-07-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;24990;86357.0;06/2022;367 kW (499 CV);Eléctrico;2026-01-19 17:28:00;367.0;499.0;Eléctrico (BEV);2022-06-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;20990;127300.0;04/2019;254 kW (345 CV);Eléctrico;2026-01-19 17:28:00;254.0;345.0;Eléctrico (BEV);2019-04-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;28900;99000.0;01/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:28:00;350.0;476.0;Eléctrico (BEV);2021-01-01;OK
Tesla;Tesla Model 3 Model 3 Standard RWD Plus;26500;50400.0;09/2020;208 kW (283 CV);Eléctrico;2026-01-19 17:28:00;208.0;283.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;19990;139980.0;09/2020;239 kW (325 CV);Eléctrico;2026-01-19 17:28:00;239.0;325.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model 3 Performance AWD;25390;53674.0;02/2020;361 kW (491 CV);Eléctrico;2026-01-19 17:26:00;361.0;491.0;Eléctrico (BEV);2020-02-01;OK
Tesla;Tesla Model 3 Dual motors;22490;91000.0;06/2020;239 kW (325 CV);Eléctrico;2026-01-19 17:24:00;239.0;325.0;Eléctrico (BEV);2020-06-01;OK
Tesla;Tesla Model Y RWD;32623;31976.0;01/2024;188 kW (256 CV);Eléctrico;2026-01-19 17:24:00;188.0;256.0;Eléctrico (BEV);2024-01-01;OK
Tesla;Tesla Model S Model S 75;27900;149000.0;01/2020;245 kW (333 CV);Eléctrico;2026-01-19 17:24:00;245.0;333.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model Y Performance AWD;41364;7212.0;09/2022;353 kW (480 CV);Eléctrico;2026-01-19 17:24:00;353.0;480.0;Eléctrico (BEV);2022-09-01;OK
Tesla;Tesla Model Y Gran Autonomia AWD;43000;39514.0;09/2023;258 kW (351 CV);Eléctrico;2026-01-19 17:24:00;258.0;351.0;Eléctrico (BEV);2023-09-01;OK
Tesla;Tesla Model 3 RWD;29990;4606.0;11/2023;208 kW (283 CV);Eléctrico;2026-01-19 17:24:00;208.0;283.0;Eléctrico (BEV);2023-11-01;OK
Tesla;Tesla Model S 90D;15500;315000.0;01/2017;280 kW (381 CV);Eléctrico;2026-01-19 17:22:00;280.0;381.0;Eléctrico (BEV);2017-01-01;OK
Tesla;Tesla Model Y Performance AWD;34990;96000.0;11/2022;353 kW (480 CV);Eléctrico;2026-01-19 17:22:00;353.0;480.0;Eléctrico (BEV);2022-11-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;22990;185000.0;12/2019;377 kW (513 CV);Eléctrico;2026-01-19 17:22:00;377.0;513.0;Eléctrico (BEV);2019-12-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;28900;113000.0;08/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:22:00;377.0;513.0;Eléctrico (BEV);2021-08-01;OK
Tesla;Tesla Model Y Traccion Trasera RWD;28290;35000.0;09/2023;220 kW (299 CV);Eléctrico;2026-01-19 17:22:00;220.0;299.0;Eléctrico (BEV);2023-09-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;36273;71.0;03/2025;208 kW (283 CV);Eléctrico;2026-01-19 17:22:00;208.0;283.0;Eléctrico (BEV);2025-03-01;OK
Tesla;Tesla Model Y Gran Autonomía 4WD;34490;49860.0;01/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:22:00;350.0;476.0;Eléctrico (BEV);2021-01-01;OK
Tesla;Tesla Model 3 Model 3 Long-Range Dual Motor Performance AWD Performance;30500;45029.0;01/2022;377 kW (513 CV);Eléctrico;2026-01-19 17:22:00;377.0;513.0;Eléctrico (BEV);2022-01-01;OK
Tesla;Tesla Model S 100D;20000;200000.0;06/2017;310 kW (421 CV);Eléctrico;2026-01-19 17:22:00;310.0;421.0;Eléctrico (BEV);2017-06-01;OK
Tesla;Tesla Model 3 Performance;48000;8576.0;02/2025;276 kW (375 CV);Eléctrico;2026-01-19 17:22:00;276.0;375.0;Eléctrico (BEV);2025-02-01;OK
Tesla;Tesla Model S Gran Autonomía 4WD;37490;179000.0;01/2020;413 kW (562 CV);Eléctrico;2026-01-19 17:22:00;413.0;562.0;Eléctrico (BEV);2020-01-01;OK
Tesla;Tesla Model 3 RWD;28990;45091.0;05/2023;- kW (- CV);Eléctrico;2026-01-19 17:22:00;;;Eléctrico (BEV);2023-05-01;OK
Tesla;Tesla Model Y RWD 31.800e neto;38500;270.0;10/2024;206 kW (280 CV);Eléctrico;2026-01-19 17:20:00;206.0;280.0;Eléctrico (BEV);2024-10-01;OK
Tesla;Tesla Model 3 Long Range AWD;44200;9002.0;06/2025;269 kW (366 CV);Eléctrico;2026-01-19 17:20:00;269.0;366.0;Eléctrico (BEV);2025-06-01;OK
Tesla;Tesla Model 3 Long Range AWD;44000;12674.0;01/2025;269 kW (366 CV);Eléctrico;2026-01-19 17:20:00;269.0;366.0;Eléctrico (BEV);2025-01-01;OK
Tesla;Tesla Model 3 RWD;21900;78000.0;05/2019;206 kW (280 CV);Eléctrico;2026-01-19 17:20:00;206.0;280.0;Eléctrico (BEV);2019-05-01;OK
Tesla;Tesla Model X Gran Autonomía 4WD;33490;129485.0;10/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:20:00;386.0;525.0;Eléctrico (BEV);2019-10-01;OK
Tesla;Tesla Model 3 Performance;39100;10993.0;05/2023;277 kW (377 CV);Eléctrico;2026-01-19 17:20:00;277.0;377.0;Eléctrico (BEV);2023-05-01;OK
Tesla;Tesla Model 3 Long range;36000;85000.0;11/2023;377 kW (513 CV);Eléctrico;2026-01-19 17:20:00;377.0;513.0;Eléctrico (BEV);2023-11-01;OK
Tesla;Tesla Model 3 Estándar Plus RWD;22490;53000.0;09/2020;225 kW (306 CV);Eléctrico;2026-01-19 17:20:00;225.0;306.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model 3 Performance AWD;24790;85000.0;01/2019;331 kW (450 CV);Eléctrico;2026-01-19 17:20:00;331.0;450.0;Eléctrico (BEV);2019-01-01;OK
Tesla;Tesla Model 3 Standard Reichweite Plus Hinterradantrieb;18500;264122.0;12/2019;225 kW (306 CV);Eléctrico;2026-01-19 17:20:00;225.0;306.0;Eléctrico (BEV);2019-12-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor AWD;25490;108153.0;05/2020;324 kW (441 CV);Eléctrico;2026-01-19 17:20:00;324.0;441.0;Eléctrico (BEV);2020-05-01;OK
Tesla;Tesla Model 3 Performance 4WD;26450;88000.0;03/2021;364 kW (495 CV);Eléctrico;2026-01-19 17:20:00;364.0;495.0;Eléctrico (BEV);2021-03-01;OK
Tesla;Tesla Model X Plaid AWD;85900;15900.0;09/2023;568 kW (772 CV);Eléctrico;2026-01-19 17:19:00;568.0;772.0;Eléctrico (BEV);2023-09-01;OK
Tesla;Tesla Model Y Gran Autonomia AWD;36900;71800.0;12/2023;258 kW (351 CV);Eléctrico;2026-01-19 17:19:00;258.0;351.0;Eléctrico (BEV);2023-12-01;OK
Tesla;Tesla Model S 90D 4WD;28900;134000.0;03/2016;386 kW (525 CV);Eléctrico;2026-01-19 17:19:00;386.0;525.0;Eléctrico (BEV);2016-03-01;OK
Tesla;Tesla Model 3 Model 3 Long-Range Dual Motor AWD Dual Motor;21900;185000.0;01/2020;324 kW (441 CV);Eléctrico;2026-01-19 17:19:00;324.0;441.0;Eléctrico (BEV);2020-01-01;OK
Tesla;"Tesla Model 3 Gran Autonom&iacute;a AWD";21490;118275.0;02/2019;340 kW (462 CV);Eléctrico;2026-01-19 17:19:00;340.0;462.0;Eléctrico (BEV);2019-02-01;OK
Tesla;Tesla Model 3 Model 3 Standard RWD Plus;24900;144395.0;12/2019;239 kW (325 CV);Eléctrico;2026-01-19 17:19:00;239.0;325.0;Eléctrico (BEV);2019-12-01;OK
Tesla;Tesla Model 3 Model 3 Long-Range Dual Motor AWD Dual Motor;20000;305000.0;03/2019;324 kW (441 CV);Eléctrico;2026-01-19 17:19:00;324.0;441.0;Eléctrico (BEV);2019-03-01;OK
Tesla;Tesla Model 3 Model 3 Long-Range Dual Motor Performance AWD Performance;36500;67800.0;07/2023;377 kW (513 CV);Eléctrico;2026-01-19 17:19:00;377.0;513.0;Eléctrico (BEV);2023-07-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;31271;29170.0;01/2024;208 kW (283 CV);Eléctrico;2026-01-19 17:19:00;208.0;283.0;Eléctrico (BEV);2024-01-01;OK
Tesla;Tesla Model 3 Long Range AWD;32700;44433.0;09/2021;238 kW (324 CV);Eléctrico;2026-01-19 17:19:00;238.0;324.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model X Gran Autonomia;32340;129201.0;03/2020;499 kW (678 CV);Eléctrico;2026-01-19 17:19:00;499.0;678.0;Eléctrico (BEV);2020-03-01;OK
Tesla;Tesla Model 3 Performance;52900;12992.0;06/2025;276 kW (375 CV);Eléctrico;2026-01-19 17:19:00;276.0;375.0;Eléctrico (BEV);2025-06-01;OK
Tesla;Tesla Model X 100D;32000;187000.0;06/2018;311 kW (423 CV);Eléctrico;2026-01-19 17:19:00;311.0;423.0;Eléctrico (BEV);2018-06-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;25990;95000.0;09/2021;350 kW (476 CV);Eléctrico;2026-01-19 17:19:00;350.0;476.0;Eléctrico (BEV);2021-09-01;OK
Tesla;Tesla Model 3 Standard Range Premium RWD;34290;6638.0;12/2024;208 kW (283 CV);Eléctrico;2026-01-19 17:17:00;208.0;283.0;Eléctrico (BEV);2024-12-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;22890;78986.0;03/2019;254 kW (345 CV);Eléctrico;2026-01-19 17:17:00;254.0;345.0;Eléctrico (BEV);2019-03-01;OK
Tesla;Tesla Model 3 Long Range RWD;36900;23803.0;04/2025;208 kW (283 CV);Eléctrico;2026-01-19 17:17:00;208.0;283.0;Eléctrico (BEV);2025-04-01;OK
Tesla;Tesla Model 3 Model 3 Performance AWD Performance;27875;106000.0;12/2020;377 kW (513 CV);Eléctrico;2026-01-19 17:17:00;377.0;513.0;Eléctrico (BEV);2020-12-01;OK
Tesla;Tesla Model 3 RWD;23990;56500.0;05/2023;210 kW (286 CV);Eléctrico;2026-01-19 17:15:00;210.0;286.0;Eléctrico (BEV);2023-05-01;OK
Tesla;Tesla Model 3 Gran Autonomia AWD;21777;90700.0;03/2019;340 kW (462 CV);Eléctrico;2026-01-19 17:15:00;340.0;462.0;Eléctrico (BEV);2019-03-01;OK
Tesla;Tesla Model S P85 RWD;19000;400000.0;05/2015;310 kW (421 CV);Eléctrico;2026-01-19 17:15:00;310.0;421.0;Eléctrico (BEV);2015-05-01;OK
Tesla;Tesla Model S Model S 90D;24900;266000.0;01/2017;280 kW (381 CV);Eléctrico;2026-01-19 17:15:00;280.0;381.0;Eléctrico (BEV);2017-01-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;20900;105144.0;06/2019;239 kW (325 CV);Eléctrico;2026-01-19 17:15:00;239.0;325.0;Eléctrico (BEV);2019-06-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor AWD;26900;91000.0;02/2019;324 kW (441 CV);Eléctrico;2026-01-19 17:15:00;324.0;441.0;Eléctrico (BEV);2019-02-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor AWD;23490;103590.0;06/2022;324 kW (441 CV);Eléctrico;2026-01-19 17:15:00;324.0;441.0;Eléctrico (BEV);2022-06-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;24900;109000.0;07/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:15:00;377.0;513.0;Eléctrico (BEV);2021-07-01;OK
Tesla;Tesla Model Y Tracción Trasera RWD;28790;44400.0;11/2022;255 kW (347 CV);Eléctrico;2026-01-19 17:15:00;255.0;347.0;Eléctrico (BEV);2022-11-01;OK
Tesla;Tesla Model 3 Gran Autonomía AWD;25890;72179.0;01/2023;367 kW (499 CV);Eléctrico;2026-01-19 17:14:00;367.0;499.0;Eléctrico (BEV);2023-01-01;OK
Tesla;Tesla Model 3 Standard RWD Plus;22690;77719.0;09/2020;239 kW (325 CV);Eléctrico;2026-01-19 17:14:00;239.0;325.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model X 100D Dual Motor 7s 28.000e neto;33900;157000.0;09/2018;386 kW (525 CV);Eléctrico;2026-01-19 17:14:00;386.0;525.0;Eléctrico (BEV);2018-09-01;OK
Tesla;Tesla Model S Long Range Raven;32900;113960.0;12/2019;386 kW (525 CV);Eléctrico;2026-01-19 17:14:00;386.0;525.0;Eléctrico (BEV);2019-12-01;OK
Tesla;Tesla Model S Performance Dual Motor Raven FSD 37.100e neto;44900;81500.0;09/2020;604 kW (821 CV);Eléctrico;2026-01-19 17:14:00;604.0;821.0;Eléctrico (BEV);2020-09-01;OK
Tesla;Tesla Model 3 Dual Motor Performance EAP 28.800e neto;34900;45400.0;11/2021;378 kW (514 CV);Eléctrico;2026-01-19 17:14:00;378.0;514.0;Eléctrico (BEV);2021-11-01;OK
Tesla;Tesla Model 3 Long-Range Dual Motor Performance AWD;29000;113000.0;03/2021;377 kW (513 CV);Eléctrico;2026-01-19 17:14:00;377.0;513.0;Eléctrico (BEV);2021-03-01;OK
Tesla;Tesla Model 3 Standard Range 60kW 325cv;21990;119000.0;01/2021;Standard Range 60kW 325cv;Eléctrico;2026-01-19 17:14:00;60.0;325.0;Eléctrico (BEV);2021-01-01;OK
Tesla;Tesla Model Y LONGE RANGE DUAL MOTOR AWD 514 CV;45890;16.0;01/2023;LONGE RANGE DUAL MOTOR AWD 514 CV;Eléctrico;2026-01-19 17:14:00;378.0;514.0;Eléctrico (BEV);2023-01-01;OK
Tesla;Tesla Model 3 Estándar Plus RWD;22850;90000.0;01/2022;228 kW (310 CV);Eléctrico;2026-01-19 17:12:00;228.0;310.0;Eléctrico (BEV);2022-01-01;OK
