marca_busqueda;modelo;precio_€;kilometros;año;potencia;motor;fecha_captura;ext_kW;ext_CV;tipo_motor_normalizado;fecha_matriculacion;qa_flags
Ford;Ford Focus 1.5Ecoblue Trend 95;12990;130001.0;01/2019;70 kW (95 CV);Diésel;2026-01-19 06:51:00;70.0;95.0;Diésel;2019-01-01;OK
Ford;Ford Kuga 2.0 EcoBlue ST-Line X AWD 190 Aut.;17890;86000.0;05/2020;140 kW (190 CV);Diésel;2026-01-19 06:51:00;140.0;190.0;Diésel;2020-05-01;OK
Ford;Ford Focus 1.0 Ecoboost Auto-S&S ST-Line 125;12490;123000.0;02/2019;92 kW (125 CV);Gasolina;2026-01-19 06:51:00;92.0;125.0;Gasolina;2019-02-01;OK
Ford;Ford EcoSport 1.5 EcoBlue ST Line 125;13628;125096.0;03/2019;92 kW (125 CV);Diésel;2026-01-19 06:51:00;92.0;125.0;Diésel;2019-03-01;OK
Ford;Ford Kuga 2.5 Duratec PHEV ST-Line 4x2;16264;119697.0;02/2022;165 kW (224 CV);Electro/Gasolina;2026-01-19 06:51:00;165.0;224.0;Híbrido (HEV/MHEV);2022-02-01;OK
Ford;Ford Transit Connect 1.6 TDCi Kombi Trend;10999;125570.0;05/2014;85 kW (116 CV);Diésel;2026-01-19 06:51:00;85.0;116.0;Diésel;2014-05-01;OK
Ford;Ford Puma 1.0 EcoBoost Mild-Hybrid Titanium Design;15428;48426.0;07/2022;93 kW (126 CV);Electro/Gasolina;2026-01-19 06:51:00;93.0;126.0;Híbrido (HEV/MHEV);2022-07-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV ST-Line 125;21500;10.0;12/2025;92 kW (125 CV);Gasolina;2026-01-19 06:51:00;92.0;125.0;Gasolina;2025-12-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV Active 125;14900;79767.0;10/2021;92 kW (125 CV);Gasolina;2026-01-19 06:50:00;92.0;125.0;Gasolina;2021-10-01;OK
Ford;Ford EcoSport 1.0 EcoBoost ST Line Aut. 125;12719;78477.0;05/2018;92 kW (125 CV);Gasolina;2026-01-19 06:50:00;92.0;125.0;Gasolina;2018-05-01;OK
Ford;Ford Focus 1.0 Ecoboost Active 125;13628;67123.0;10/2019;92 kW (125 CV);Gasolina;2026-01-19 06:50:00;92.0;125.0;Gasolina;2019-10-01;OK
Ford;Ford Tourneo Courier 1.5TDCi Trend 75;7400;171853.0;03/2016;56 kW (76 CV);Diésel;2026-01-19 06:50:00;56.0;76.0;Diésel;2016-03-01;OK
Ford;Ford Kuga 2.5 Duratec FHEV ST-Line AWD Aut.;24490;29000.0;11/2023;140 kW (190 CV);Electro/Gasolina;2026-01-19 06:50:00;140.0;190.0;Híbrido (HEV/MHEV);2023-11-01;OK
Ford;Ford Focus Sportbreak 1.0 Ecoboost Titanium Aut.;14455;91336.0;04/2019;92 kW (125 CV);Gasolina;2026-01-19 06:50:00;92.0;125.0;Gasolina;2019-04-01;OK
Ford;Ford Mustang Fastback 5.0 Ti-VCT Mach I Aut.;65900;7000.0;01/2023;338 kW (460 CV);Gasolina;2026-01-19 06:50:00;338.0;460.0;Gasolina;2023-01-01;OK
Ford;Ford Puma 1.0 EcoBoost MHEV ST-Line X 155;23900;39000.0;08/2023;114 kW (155 CV);Gasolina;2026-01-19 06:50:00;114.0;155.0;Gasolina;2023-08-01;OK
Ford;Ford Focus 1.6TDCi Edition 115;8600;167500.0;09/2014;84 kW (114 CV);Diésel;2026-01-19 06:50:00;84.0;114.0;Diésel;2014-09-01;OK
Ford;Ford Mustang CABRIO V6;30723;99233.0;01/2016;224 kW (305 CV);Gasolina;2026-01-19 06:50:00;224.0;305.0;Gasolina;2016-01-01;OK
Ford;Ford Edge 2.0TDCi ST-Line 4x4 PowerShift 240;26355;58496.0;05/2019;178 kW (242 CV);Diésel;2026-01-19 06:50:00;178.0;242.0;Diésel;2019-05-01;OK
Ford;Ford Fiesta 1.25 Duratec 82cv Titanium 5p;6990;111154.0;05/2015;1.25 Duratec 82cv Titanium 5p;Gasolina;2026-01-19 06:48:00;60.3;82.0;Gasolina;2015-05-01;OK
Ford;Ford Puma 1.0 EcoBoost MHEV ST-Line X Aut. 155;16499;96321.0;08/2023;114 kW (155 CV);Gasolina;2026-01-19 06:48:00;114.0;155.0;Gasolina;2023-08-01;OK
Ford;Ford Mustang SHELBY GT500;171000;10247.0;08/2020;567 kW (771 CV);Gasolina;2026-01-19 06:48:00;567.0;771.0;Gasolina;2020-08-01;OK
Ford;Ford Transit Custom +++KOMBI+FT+320+L2+TREND+2.0+ECOBULE+96KW;27990;84514.0;05/2023;+++KOMBI+FT+320+L2+TREND+2.0+ECOBULE+96KW;Diésel;2026-01-19 06:48:00;96.0;131.0;Diésel;2023-05-01;OK
Ford;Ford Focus 1.5 Ecoblue Trend+ 120;14490;59388.0;03/2022;88 kW (120 CV);Diésel;2026-01-19 06:48:00;88.0;120.0;Diésel;2022-03-01;OK
Ford;Ford EcoSport 1.0 EcoBoost ST Line 125;11990;63885.0;10/2021;92 kW (125 CV);Gasolina;2026-01-19 06:48:00;92.0;125.0;Gasolina;2021-10-01;OK
Ford;Ford Fiesta 1.25 Trend 82;7800;94000.0;05/2016;60 kW (82 CV);Gasolina;2026-01-19 06:48:00;60.0;82.0;Gasolina;2016-05-01;OK
Ford;Ford Focus 1.6TDCi Trend 115;6800;157000.0;07/2011;84 kW (114 CV);Diésel;2026-01-19 06:48:00;84.0;114.0;Diésel;2011-07-01;OK
Ford;Ford Kuga 1.5 EcoB. Auto S&S Titanium 4x2 150;12490;118200.0;01/2019;110 kW (150 CV);Gasolina;2026-01-19 06:48:00;110.0;150.0;Gasolina;2019-01-01;OK
Ford;Ford Focus 1.0 Ecob. MHEV 114kW Active De.SIP SB AT;17990;21315.0;05/2024;1.0 Ecob. MHEV 114kW Active De.SIP SB AT;Electro/Gasolina;2026-01-19 06:48:00;114.0;155.0;Híbrido (HEV/MHEV);2024-05-01;OK
Ford;Ford Kuga 2.5 Duratec PHEV ST-Line 4x2;17490;132000.0;06/2022;165 kW (224 CV);Electro/Gasolina;2026-01-19 06:48:00;165.0;224.0;Híbrido (HEV/MHEV);2022-06-01;OK
Ford;Ford Puma 1.5 Ecoblue 120cv Titanium;13490;116174.0;08/2021;1.5 Ecoblue 120cv Titanium;Diésel;2026-01-19 06:47:00;88.3;120.0;Diésel;2021-08-01;OK
Ford;Ford Ranger 2.0 TDCI 125KW DOUBLE CAB XLT 4WD S/S 170 4;29990;47370.0;06/2021;Ranger 2.0 TDCI 125KW DOUBLE CAB XLT 4WD S/S 170 4;Diésel;2026-01-19 06:47:00;125.0;170.0;Diésel;2021-06-01;OK
Ford;Ford Fiesta 1.0 EcoBoost MHEV ST Line 125;15900;30620.0;02/2022;92 kW (125 CV);Gasolina;2026-01-19 06:47:00;92.0;125.0;Gasolina;2022-02-01;OK
Ford;Ford Tourneo Courier 1.0 Ecoboost Trend;19990;7200.0;06/2024;92 kW (125 CV);Gasolina;2026-01-19 06:47:00;92.0;125.0;Gasolina;2024-06-01;OK
Ford;Ford Focus 1.5 Ecoboost Auto-S&S ST-Line 182;12690;99608.0;08/2017;134 kW (182 CV);Gasolina;2026-01-19 06:47:00;134.0;182.0;Gasolina;2017-08-01;OK
Ford;Ford Kuga 1.5 EcoB. Auto S&S ST-Line Limited Edition 4x2 150;15990;67354.0;01/2019;110 kW (150 CV);Gasolina;2026-01-19 06:47:00;110.0;150.0;Gasolina;2019-01-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 92kW ST-Line;16490;66435.0;02/2023;1.0 Ecoboost MHEV 92kW ST-Line;Electro/Gasolina;2026-01-19 06:47:00;92.0;125.0;Híbrido (HEV/MHEV);2023-02-01;OK
Ford;Ford Kuga 2.5 Duratec PHEV ST-Line 4x2;14890;145677.0;02/2022;165 kW (224 CV);Electro/Gasolina;2026-01-19 06:47:00;165.0;224.0;Híbrido (HEV/MHEV);2022-02-01;OK
Ford;Ford Kuga 1.5 EcoB. Auto S&S Trend+ 4x2 150;9450;220000.0;11/2017;110 kW (150 CV);Gasolina;2026-01-19 06:47:00;110.0;150.0;Gasolina;2017-11-01;OK
Ford;Ford EcoSport 1.0 EcoBoost Active 125;10990;113269.0;03/2022;92 kW (125 CV);Gasolina;2026-01-19 06:45:00;92.0;125.0;Gasolina;2022-03-01;OK
Ford;Ford Kuga PHEV Titanium;20590;57028.0;12/2020;165 kW (224 CV);Electro/Gasolina;2026-01-19 06:45:00;165.0;224.0;Híbrido (HEV/MHEV);2020-12-01;OK
Ford;Ford Ka/Ka+ Street Base;5900;72400.0;01/2005;70 kW (95 CV);Gasolina;2026-01-19 06:45:00;70.0;95.0;Gasolina;2005-01-01;OK
Ford;Ford C-Max 1.0 EcoBoost 125CV Titanium;9990;127700.0;04/2017;1.0 EcoBoost 125CV Titanium;Gasolina;2026-01-19 06:45:00;91.9;125.0;Gasolina;2017-04-01;OK
Ford;Ford Mondeo 2.0TDCI Trend PowerShift 150;12990;103835.0;01/2019;110 kW (150 CV);Diésel;2026-01-19 06:45:00;110.0;150.0;Diésel;2019-01-01;OK
Ford;Ford EcoSport 1.0 EcoBoost ST Line 125;13250;68267.0;06/2022;92 kW (125 CV);Gasolina;2026-01-19 06:45:00;92.0;125.0;Gasolina;2022-06-01;OK
Ford;Ford Explorer 3.0 PHEV AWD ST Line;36990;107448.0;01/2021;336 kW (457 CV);Desconocido;2026-01-19 06:45:00;336.0;457.0;Otros/Desconocido;2021-01-01;OK
Ford;Ford Ka/Ka+ Titanium%2B+1.2+Duratec+Auto-Start-Stop;5970;106800.0;09/2015;51 kW (69 CV);Gasolina;2026-01-19 06:45:00;51.0;69.0;Gasolina;2015-09-01;OK
Ford;Ford Nugget PLUS WESTFALIA;53000;50000.0;08/2021;130 kW (177 CV);Diésel;2026-01-19 06:45:00;130.0;177.0;Diésel;2021-08-01;OK
Ford;Ford Transit Custom KOMBI FT 320 L2 TREND 2.0 ECOBULE 96KW;27490;86995.0;04/2023;KOMBI FT 320 L2 TREND 2.0 ECOBULE 96KW;Diésel;2026-01-19 06:45:00;96.0;131.0;Diésel;2023-04-01;OK
Ford;Ford Puma 1.5 Ecoblue ST-Line 120;12990;132199.0;06/2021;88 kW (120 CV);Diésel;2026-01-19 06:45:00;88.0;120.0;Diésel;2021-06-01;OK
Ford;Ford Fiesta 1.0 EcoBoost MHEV 92kW(125CV) ST-Line 5p;12390;61665.0;03/2023;1.0 EcoBoost MHEV 92kW(125CV) ST-Line 5p;Electro/Gasolina;2026-01-19 06:45:00;92.0;125.0;Híbrido (HEV/MHEV);2023-03-01;OK
Ford;Ford Kuga 2.0TDCi Auto S&S Trend+ 4x2 Aut. 120;12590;99999.0;12/2018;88 kW (120 CV);Diésel;2026-01-19 06:45:00;88.0;120.0;Diésel;2018-12-01;OK
Ford;Ford Puma ST-Line X;16950;44086.0;02/2021;92 kW (125 CV);Gasolina;2026-01-19 06:44:00;92.0;125.0;Gasolina;2021-02-01;OK
Ford;Ford Focus 1.0+Ecoboost+MHEV+92kW+ST-Line+Auto;16990;81718.0;03/2023;1.0+Ecoboost+MHEV+92kW+ST-Line+Auto;Electro/Gasolina;2026-01-19 06:44:00;92.0;125.0;Híbrido (HEV/MHEV);2023-03-01;OK
Ford;Ford Transit Courier 1.5D;7990;120291.0;01/2021;55 kW (75 CV);Diésel;2026-01-19 06:44:00;55.0;75.0;Diésel;2021-01-01;OK
Ford;Ford Kuga 1.5 EcoBoost ST-Line FWD 150;18490;77849.0;08/2022;110 kW (150 CV);Gasolina;2026-01-19 06:44:00;110.0;150.0;Gasolina;2022-08-01;OK
Ford;Ford Kuga 1.5 EcoBoost 110kW A-S-S 4x2 Titanium - 5P (2017);10690;124502.0;12/2016;1.5 EcoBoost 110kW A-S-S 4x2 Titanium - 5P (2017);Gasolina;2026-01-19 06:44:00;110.0;150.0;Gasolina;2016-12-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 114kW Active;16990;65271.0;11/2022;1.0 Ecoboost MHEV 114kW Active;Electro/Gasolina;2026-01-19 06:44:00;114.0;155.0;Híbrido (HEV/MHEV);2022-11-01;OK
Ford;Ford Mustang Convertible 2.3 EcoBoost Aut.;28500;102000.0;06/2016;231 kW (314 CV);Gasolina;2026-01-19 06:44:00;231.0;314.0;Gasolina;2016-06-01;OK
Ford;Ford Puma 1.0 MHEV ECOBOOST ST LINE 125CV 5P # NAVY, PARKTRO;14750;70000.0;06/2020;1.0 MHEV ECOBOOST ST LINE 125CV 5P # NAVY, PARKTRO;Electro/Gasolina;2026-01-19 06:44:00;91.9;125.0;Híbrido (HEV/MHEV);2020-06-01;OK
Ford;Ford Transit Custom 2.0 Ecoblue 130CV Van L1 Trend FT 280 HYB;28250;85891.0;05/2023;2.0 Ecoblue 130CV Van L1 Trend FT 280 HYB;Electro/Gasolina;2026-01-19 06:44:00;95.6;130.0;Híbrido (HEV/MHEV);2023-05-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 92kW Active X;15790;52000.0;04/2022;1.0 Ecoboost MHEV 92kW Active X;Electro/Gasolina;2026-01-19 06:42:00;92.0;125.0;Híbrido (HEV/MHEV);2022-04-01;OK
Ford;Ford EcoSport 1.0T EcoBoost 92kW (125CV) S&S ST Line;12190;90445.0;01/2023;1.0T EcoBoost 92kW (125CV) S&S ST Line;Gasolina;2026-01-19 06:42:00;92.0;125.0;Gasolina;2023-01-01;OK
Ford;Ford EcoSport 1.0T+EcoBoost+92kW+%28125CV%29+S%26S+ST+Line;10490;112015.0;08/2022;1.0T+EcoBoost+92kW+%28125CV%29+S%26S+ST+Line;Gasolina;2026-01-19 06:42:00;92.0;28125.0;Gasolina;2022-08-01;OK
Ford;Ford Grand C-Max 1.0 EcoB. Auto-S&S Titanium 125;13658;89941.0;04/2016;92 kW (125 CV);Gasolina;2026-01-19 06:42:00;92.0;125.0;Gasolina;2016-04-01;OK
Ford;Ford Transit FT 350 L2 Van MHEV Trend Tracción Trasera;211371;97058.0;02/2022;96 kW (131 CV);Diésel;2026-01-19 06:42:00;96.0;131.0;Diésel;2022-02-01;High_Price_Warning
Ford;Ford Kuga 2.0TDCi Titanium S 4x4 Powershift 180;15990;131236.0;08/2015;132 kW (179 CV);Diésel;2026-01-19 06:42:00;132.0;179.0;Diésel;2015-08-01;OK
Ford;Ford B-Max 1.0 EcoBoost Trend;8390;71619.0;07/2013;74 kW (101 CV);Gasolina;2026-01-19 06:42:00;74.0;101.0;Gasolina;2013-07-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 92kW ST-Line;15790;52000.0;04/2022;1.0 Ecoboost MHEV 92kW ST-Line;Electro/Gasolina;2026-01-19 06:42:00;92.0;125.0;Híbrido (HEV/MHEV);2022-04-01;OK
Ford;Ford Ka/Ka+ Ka+ 1.19 Ti-VCT Essential;7490;100000.0;03/2019;52 kW (71 CV);Gasolina;2026-01-19 06:42:00;52.0;71.0;Gasolina;2019-03-01;OK
Ford;Ford C-Max 1.0 Ecoboost Auto-S&S Titanium 125;8200;126500.0;01/2013;92 kW (125 CV);Gasolina;2026-01-19 06:42:00;92.0;125.0;Gasolina;2013-01-01;OK
Ford;Ford Fiesta 1.0 EcoBoost Trend;5800;136500.0;07/2013;74 kW (101 CV);Gasolina;2026-01-19 06:42:00;74.0;101.0;Gasolina;2013-07-01;OK
Ford;Ford C-Max 1.0 Ecoboost Auto-S&S Trend+ 125;12470;83939.0;06/2019;92 kW (125 CV);Gasolina;2026-01-19 06:41:00;92.0;125.0;Gasolina;2019-06-01;OK
Ford;Ford Mondeo 2.0 TDCi Ghia;2650;268127.0;01/2003;96 kW (131 CV);Diésel;2026-01-19 06:41:00;96.0;131.0;Diésel;2003-01-01;OK
Ford;Ford Focus 1.6 Ghia;3490;164927.0;07/2004;74 kW (101 CV);Gasolina;2026-01-19 06:41:00;74.0;101.0;Gasolina;2004-07-01;OK
Ford;Ford Kuga 1.5 EcoB. Auto S&S Trend 4x2 120;16499;34213.0;03/2019;88 kW (120 CV);Gasolina;2026-01-19 06:41:00;88.0;120.0;Gasolina;2019-03-01;OK
Ford;Ford Kuga 2.0TDCI Trend 4WD;7900;199897.0;03/2009;100 kW (136 CV);Diésel;2026-01-19 06:41:00;100.0;136.0;Diésel;2009-03-01;OK
Ford;Ford Focus 1.0+Ecoboost+MHEV+114kW+ST-Line+X;14890;84000.0;12/2020;1.0+Ecoboost+MHEV+114kW+ST-Line+X;Electro/Gasolina;2026-01-19 06:41:00;114.0;155.0;Híbrido (HEV/MHEV);2020-12-01;OK
Ford;Ford EcoSport 1.0 EcoBoost Active 125;13490;56582.0;01/2023;92 kW (125 CV);Gasolina;2026-01-19 06:41:00;92.0;125.0;Gasolina;2023-01-01;OK
Ford;Ford Puma 1.0 EcoBoost MHEV Titanium 125;14499;72343.0;10/2020;92 kW (125 CV);Gasolina;2026-01-19 06:41:00;92.0;125.0;Gasolina;2020-10-01;OK
Ford;Ford Mondeo 2.0TDCI Trend PowerShift 150;16899;71886.0;03/2019;110 kW (150 CV);Diésel;2026-01-19 06:41:00;110.0;150.0;Diésel;2019-03-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV ST Line 125;18499;16047.0;01/2022;92 kW (125 CV);Gasolina;2026-01-19 06:41:00;92.0;125.0;Gasolina;2022-01-01;OK
Ford;Ford Kuga 1.5 EcoB. Auto S&S Titanium 4x2 150;11490;76045.0;02/2016;110 kW (150 CV);Gasolina;2026-01-19 06:41:00;110.0;150.0;Gasolina;2016-02-01;OK
Ford;Ford S-Max 2.0TDCi Titanium Powershift 150;13290;160565.0;01/2018;110 kW (150 CV);Diésel;2026-01-19 06:41:00;110.0;150.0;Diésel;2018-01-01;OK
Ford;Ford Mustang Fastback 5.0 Ti-VCT GT Aut.;52000;5100.0;12/2020;336 kW (457 CV);Gasolina;2026-01-19 06:40:00;336.0;457.0;Gasolina;2020-12-01;OK
Ford;Ford Focus Focus 1.5TDCi Trend 95 Trend;9000;110000.0;09/2015;70 kW (95 CV);Diésel;2026-01-19 06:40:00;70.0;95.0;Diésel;2015-09-01;OK
Ford;Ford Focus 1.0 Ecoboost 155CV MHEV Active Autom.;18250;44958.0;01/2024;1.0 Ecoboost 155CV MHEV Active Autom.;Electro/Gasolina;2026-01-19 06:40:00;114.0;155.0;Híbrido (HEV/MHEV);2024-01-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV Active 155 Aut.;17537;46636.0;05/2024;114 kW (155 CV);Gasolina;2026-01-19 06:40:00;114.0;155.0;Gasolina;2024-05-01;OK
Ford;Ford Focus 1.6 Trend Aut.;4490;120000.0;03/2007;74 kW (101 CV);Gasolina;2026-01-19 06:40:00;74.0;101.0;Gasolina;2007-03-01;OK
Ford;Ford Tourneo Trend;7500;295000.0;03/2010;110 kW (150 CV);Diésel;2026-01-19 06:40:00;110.0;150.0;Diésel;2010-03-01;OK
Ford;Ford Focus 1.6TDCi Trend 109;3900;222700.0;03/2009;80 kW (109 CV);Diésel;2026-01-19 06:40:00;80.0;109.0;Diésel;2009-03-01;OK
Ford;Ford Focus 1.0 Ecoboost Auto-S&S Trend 125;8990;36000.0;02/2013;92 kW (125 CV);Gasolina;2026-01-19 06:40:00;92.0;125.0;Gasolina;2013-02-01;OK
Ford;Ford Puma 1.0 ECOBOOST 92KW 125cv G5446;15990;58000.0;06/2021;1.0 ECOBOOST 92KW 125cv G5446;Gasolina;2026-01-19 06:40:00;92.0;125.0;Gasolina;2021-06-01;OK
Ford;Ford Focus Sportbreak 1.5 Ecoblue ST-Line 120;14682;122388.0;09/2022;88 kW (120 CV);Diésel;2026-01-19 06:40:00;88.0;120.0;Diésel;2022-09-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 114kW Active;15990;50000.0;01/2023;1.0 Ecoboost MHEV 114kW Active;Electro/Gasolina;2026-01-19 06:40:00;114.0;155.0;Híbrido (HEV/MHEV);2023-01-01;OK
Ford;Ford Focus 1.0 Ecoboost MHEV 92kW ST-Line X;15990;45000.0;05/2023;1.0 Ecoboost MHEV 92kW ST-Line X;Electro/Gasolina;2026-01-19 06:40:00;92.0;125.0;Híbrido (HEV/MHEV);2023-05-01;OK
Ford;Ford Puma Puma 1.0 EcoBoost MHEV ST-Line X 155 ST-Line X;15400;90000.0;12/2019;114 kW (155 CV);Gasolina;2026-01-19 06:40:00;114.0;155.0;Gasolina;2019-12-01;OK
Ford;Ford Transit Connect Grand T 1.5TDCi S&S Titanium 120;25290;37328.0;02/2023;88 kW (120 CV);Diésel;2026-01-19 06:40:00;88.0;120.0;Diésel;2023-02-01;OK
Ford;Ford Puma 1.0 EcoBoost MHEV ST-Line X Aut. 155;15455;96467.0;08/2023;114 kW (155 CV);Gasolina;2026-01-19 06:40:00;114.0;155.0;Gasolina;2023-08-01;OK
Ford;Ford Mondeo 2.0TDCI Trend Aut. 150;14790;118460.0;03/2019;110 kW (150 CV);Diésel;2026-01-19 06:40:00;110.0;150.0;Diésel;2019-03-01;OK
Ford;Ford Kuga 2.0TDCI Titanium 4WD Powershift;7799;152500.0;12/2010;103 kW (140 CV);Diésel;2026-01-19 06:40:00;103.0;140.0;Diésel;2010-12-01;OK
Ford;Ford Ka/Ka+ Ka+ 1.19 Ti-VCT Essential;9228;25798.0;02/2018;51 kW (69 CV);Gasolina;2026-01-19 06:39:00;51.0;69.0;Gasolina;2018-02-01;OK
Ford;Ford Focus 1.0 EcoBoost ST-Line;11599;106982.0;06/2018;93 kW (126 CV);Gasolina;2026-01-19 06:39:00;93.0;126.0;Gasolina;2018-06-01;OK
Ford;Ford Focus Trend Plus;11290;93711.0;09/2018;93 kW (126 CV);Gasolina;2026-01-19 06:39:00;93.0;126.0;Gasolina;2018-09-01;OK
Ford;Ford S-Max;1300;294000.0;04/2006;103 kW (140 CV);Diésel;2026-01-19 06:39:00;103.0;140.0;Diésel;2006-04-01;OK
Ford;Ford Transit Custom Kombi 320 L1 2.0 EcoBlue 185 CV Sport;34500;60000.0;05/2022;Kombi 320 L1 2.0 EcoBlue 185 CV Sport;Diésel;2026-01-19 06:39:00;136.1;185.0;Diésel;2022-05-01;OK
Ford;Ford Kuga 2.5 152CV (PHEV);21790;46678.0;06/2020;2.5 152CV (PHEV);Electro/Gasolina;2026-01-19 06:39:00;111.8;152.0;Híbrido (HEV/MHEV);2020-06-01;OK
Ford;Ford Focus Sportbreak 1.0 Ecoboost MHEV ST Line X;16319;59319.0;12/2021;114 kW (155 CV);Gasolina;2026-01-19 06:39:00;114.0;155.0;Gasolina;2021-12-01;OK
Ford;Ford Puma 1.0 EcoBoost 125cv ST-Line Desi MHEV Aut;15490;78363.0;01/2023;1.0 EcoBoost 125cv ST-Line Desi MHEV Aut;Electro/Gasolina;2026-01-19 06:39:00;91.9;125.0;Híbrido (HEV/MHEV);2023-01-01;OK
Ford;Ford Kuga 2.0TDCI Auto S&S ST-Line 4x4 150;19290;70505.0;04/2019;110 kW (150 CV);Diésel;2026-01-19 06:39:00;110.0;150.0;Diésel;2019-04-01;OK
Ford;Ford Tourneo Connect 1.5TDCi Trend 100;15199;71070.0;12/2015;74 kW (101 CV);Diésel;2026-01-19 06:39:00;74.0;101.0;Diésel;2015-12-01;OK
Ford;Ford Focus 1.6TDCi Titanium 109;3800;358000.0;04/2007;80 kW (109 CV);Diésel;2026-01-19 06:39:00;80.0;109.0;Diésel;2007-04-01;OK
Citroen;Citroen C4 Cactus 1.6 BlueHDi Feel 100;8499;120445.0;03/2016;73 kW (99 CV);Diésel;2026-01-19 06:37:00;73.0;99.0;Diésel;2016-03-01;OK
Citroen;Citroen Berlingo Talla M BlueHDi 100 S&S PLUS;239501;9333.0;04/2025;75 kW (102 CV);Diésel;2026-01-19 06:37:00;75.0;102.0;Diésel;2025-04-01;OK
Citroen;Citroen C4 PureTech 130 S&S 6v C-Series 96 kW (131 CV);13163;126844.0;03/2022;PureTech 130 S&S 6v C-Series 96 kW (131 CV);Gasolina;2026-01-19 06:37:00;96.0;131.0;Gasolina;2022-03-01;OK
Citroen;Citroen C3 1.5BlueHDi S&S Shine 100;11809;54259.0;11/2023;73 kW (99 CV);Diésel;2026-01-19 06:37:00;73.0;99.0;Diésel;2023-11-01;OK
Citroen;Citroen C4 1.5 BlueHDI S&S Feel Pack 110;17809;11490.0;07/2022;81 kW (110 CV);Diésel;2026-01-19 06:37:00;81.0;110.0;Diésel;2022-07-01;OK
Citroen;Citroen Berlingo 1.5 Blue-HDi Feel M;20475;30009.0;12/2023;75 kW (102 CV);Diésel;2026-01-19 06:37:00;75.0;102.0;Diésel;2023-12-01;OK
Citroen;Citroen C4 1.2 PureTech Feel Pack S&S 130;12637;103595.0;04/2023;96 kW (131 CV);Gasolina;2026-01-19 06:37:00;96.0;131.0;Gasolina;2023-04-01;OK
Citroen;Citroen Jumpy FG 2.0 BLUEHDI 145 M DOUBLE CAB 4P (KMO);345001;201454.0;01/2025;106 kW (144 CV);Diésel;2026-01-19 06:37:00;106.0;144.0;Diésel;2025-01-01;OK
Citroen;Citroen C3 Aircross Puretech S&S Feel Pack 110;12480;50775.0;05/2023;81 kW (110 CV);Gasolina;2026-01-19 06:37:00;81.0;110.0;Gasolina;2023-05-01;OK
Citroen;Citroen Berlingo 1.5 (102cv);11490;123552.0;11/2019;1.5 (102cv);Diésel;2026-01-19 06:37:00;75.0;102.0;Diésel;2019-11-01;OK
Citroen;Citroen Jumper Furgoneta/Caja-2179 cm³-103 kW / 140 CV;20990;111785.0;06/2020;Furgoneta/Caja-2179 cm³-103 kW / 140 CV;Diésel;2026-01-19 06:37:00;103.0;140.0;Diésel;2020-06-01;OK
Citroen;Citroen Berlingo Combi BlueHDi S&S Talla XL Shine EAT8 130;17990;121589.0;01/2019;96 kW (131 CV);Diésel;2026-01-19 06:37:00;96.0;131.0;Diésel;2019-01-01;OK
Citroen;Citroen C3 1.2 PureTech S&S Origins 83;8490;33980.0;07/2019;60 kW (82 CV);Gasolina;2026-01-19 06:37:00;60.0;82.0;Gasolina;2019-07-01;OK
Citroen;Citroen C3 BlueHDi 75KW (100CV) Plus;13490;19773.0;01/2024;BlueHDi 75KW (100CV) Plus;Diésel;2026-01-19 06:37:00;75.0;100.0;Diésel;2024-01-01;OK
Citroen;Citroen C3 BlueHDi 75KW (100CV) Plus;12790;28000.0;06/2024;BlueHDi 75KW (100CV) Plus;Diésel;2026-01-19 06:37:00;75.0;100.0;Diésel;2024-06-01;OK
Citroen;Citroen C3 1.2 PureTech S&S Feel Pack 83;9390;59490.0;01/2022;60 kW (82 CV);Gasolina;2026-01-19 06:36:00;60.0;82.0;Gasolina;2022-01-01;OK
Citroen;Citroen Berlingo Talla M PureTech 110 S&S LIVE;12990;79000.0;05/2019;81 kW (110 CV);Gasolina;2026-01-19 06:36:00;81.0;110.0;Gasolina;2019-05-01;OK
Citroen;Citroen Berlingo Combi BlueHDi S&S Talla M Feel 100;12590;92357.0;01/2020;75 kW (102 CV);Diésel;2026-01-19 06:36:00;75.0;102.0;Diésel;2020-01-01;OK
Citroen;Citroen C3 1.2 PureTech S&S Feel 110;10790;94960.0;01/2021;81 kW (110 CV);Gasolina;2026-01-19 06:36:00;81.0;110.0;Gasolina;2021-01-01;OK
Citroen;Citroen Spacetourer Talla M BlueHDi 110KW (150CV) Feel;22790;73187.0;06/2017;Talla M BlueHDi 110KW (150CV) Feel;Diésel;2026-01-19 06:36:00;110.0;150.0;Diésel;2017-06-01;OK
Citroen;Citroen C5 X Hybrid Plus EAT8 180;22290;9729.0;10/2024;133 kW (181 CV);Electro/Gasolina;2026-01-19 06:36:00;133.0;181.0;Híbrido (HEV/MHEV);2024-10-01;OK
